Elukoht;isikute_arv_arvut;isikute_arv;vanus_0_14;vanus_15_64;vanus_65;Seisund_hoivatu;Seisund_oppur
1kmN6580E0551;355;355;94;231;30;197;17
1kmN6430E0663;354;354;48;214;92;169;9
1kmN6560E0545;352;352;77;231;44;168;17
1kmN6589E0535;352;352;80;246;26;181;22
1kmN6530E0525;349;349;34;223;92;170;22
1kmN6594E0553;349;349;50;224;75;185;10
1kmN6595E0546;346;346;38;226;82;200;11
1kmN6469E0535;346;346;68;230;48;173;19
1kmN6540E0629;341;341;57;215;69;145;18
1kmN6502E0559;340;340;44;239;57;189;15
1kmN6581E0626;340;340;72;217;51;162;15
1kmN6414E0679;339;339;47;223;69;163;21
1kmN6581E0635;337;337;46;246;45;208;17
1kmN6599E0642;337;337;48;215;74;184;15
1kmN6474E0649;335;335;70;215;50;172;22
1kmN6492E0651;333;333;61;201;71;163;14
1kmN6466E0658;332;332;97;227;8;161;31
1kmN6445E0561;331;331;41;188;102;128;12
1kmN6587E0537;330;330;70;226;34;168;19
1kmN6539E0546;329;329;58;207;64;183;16
1kmN6585E0552;329;329;64;204;61;172;16
1kmN6595E0591;328;328;59;231;38;175;21
1kmN6511E0602;328;328;67;215;46;178;17
1kmN6539E0483;327;327;68;219;40;167;14
1kmN6445E0704;325;325;26;223;76;158;14
1kmN6572E0518;325;325;61;215;49;175;10
1kmN6472E0537;324;324;69;202;53;161;17
1kmN6459E0411;323;323;49;204;70;152;9
1kmN6590E0578;322;322;52;203;67;160;13
1kmN6470E0657;322;322;66;195;61;170;14
1kmN6468E0658;321;321;60;206;55;181;19
1kmN6509E0609;320;320;38;213;69;138;20
1kmN6547E0637;320;320;65;185;70;134;14
1kmN6554E0526;318;318;66;207;45;147;26
1kmN6577E0544;317;317;72;200;45;165;18
1kmN6589E0520;316;316;66;204;46;168;12
1kmN6467E0587;315;315;59;202;54;162;16
1kmN6474E0662;315;315;74;222;19;171;18
1kmN6416E0678;314;314;46;176;92;135;14
1kmN6588E0538;314;314;51;242;21;193;6
1kmN6543E0544;313;313;71;198;44;144;17
1kmN6601E0549;312;312;73;199;40;166;15
1kmN6581E0539;311;311;42;198;71;169;17
1kmN6471E0534;310;310;46;222;42;167;18
1kmN6503E0613;309;309;43;170;96;142;14
1kmN6493E0472;307;307;24;196;87;137;11
1kmN6456E0609;306;306;43;196;67;130;12
1kmN6542E0560;305;305;40;209;56;173;13
1kmN6477E0659;305;305;84;211;10;168;24
1kmN6489E0613;304;304;52;189;63;126;20
1kmN6402E0673;304;304;59;187;58;119;21
1kmN6576E0546;304;304;104;182;18;153;12
1kmN6581E0565;303;303;65;169;69;148;10
1kmN6583E0532;303;303;71;187;45;155;9
1kmN6584E0681;302;302;39;161;102;120;15
1kmN6563E0537;302;302;72;204;26;154;16
1kmN6580E0560;301;301;69;210;22;160;25
1kmN6588E0720;296;296;41;199;56;130;18
1kmN6468E0536;296;296;94;171;31;138;15
1kmN6415E0667;295;295;39;218;38;150;17
1kmN6582E0632;294;294;46;188;60;137;20
1kmN6448E0396;293;293;29;191;73;141;10
1kmN6404E0622;293;293;37;198;58;139;18
1kmN6586E0703;293;293;41;181;71;125;11
1kmN6491E0590;293;293;57;185;51;134;21
1kmN6586E0534;293;293;69;186;38;168;9
1kmN6456E0680;292;292;33;187;72;133;9
1kmN6541E0546;292;292;38;197;57;168;21
1kmN6451E0672;292;292;42;173;77;127;12
1kmN6502E0527;292;292;42;188;62;143;11
1kmN6582E0547;292;292;93;178;21;151;10
1kmN6592E0553;291;291;36;185;70;149;14
1kmN6411E0680;288;288;40;182;66;132;22
1kmN6488E0585;286;286;52;171;63;120;11
1kmN6579E0622;285;285;50;179;56;141;19
1kmN6495E0633;285;285;53;174;58;131;14
1kmN6474E0519;284;284;43;174;67;116;13
1kmN6412E0680;283;283;31;180;72;135;16
1kmN6582E0692;283;283;57;170;56;131;8
1kmN6575E0537;283;283;77;181;25;146;23
1kmN6575E0529;283;283;93;182;8;142;14
1kmN6572E0548;281;281;98;175;8;131;19
1kmN6440E0667;280;280;58;181;41;136;14
1kmN6561E0567;279;279;41;189;49;150;17
1kmN6506E0683;278;278;20;146;112;103;8
1kmN6430E0612;278;278;43;165;70;122;21
1kmN6499E0682;278;278;44;169;65;121;21
1kmN6405E0623;277;277;51;180;46;112;16
1kmN6462E0648;277;277;54;170;53;132;20
1kmN6416E0676;276;276;41;178;57;117;18
1kmN6580E0561;276;276;81;163;32;136;12
1kmN6568E0575;275;275;51;205;19;164;8
1kmN6472E0526;274;274;44;162;68;119;18
1kmN6433E0609;274;274;47;185;42;128;14
1kmN6583E0638;273;273;37;175;61;138;13
1kmN6471E0653;273;273;48;181;44;146;11
1kmN6521E0583;272;272;46;180;46;138;15
1kmN6504E0621;272;272;50;179;43;126;16
1kmN6475E0657;271;271;14;254;3;58;70
1kmN6436E0631;271;271;46;183;42;129;13
1kmN6504E0490;270;270;35;160;75;128;15
1kmN6415E0679;269;269;40;159;70;118;11
1kmN6466E0499;269;269;42;163;64;120;13
1kmN6569E0538;267;267;94;161;12;127;11
1kmN6489E0668;265;265;48;181;36;134;13
1kmN6592E0549;265;265;48;185;32;141;16
1kmN6501E0609;265;265;60;168;37;109;15
1kmN6588E0522;265;265;69;166;30;136;12
1kmN6591E0578;265;265;78;160;27;125;12
1kmN6582E0637;264;264;62;165;37;141;8
1kmN6460E0533;263;263;44;180;39;135;12
1kmN6591E0522;263;263;60;190;13;138;11
1kmN6546E0608;262;262;33;157;72;121;7
1kmN6539E0545;262;262;52;163;47;127;14
1kmN6533E0591;262;262;76;159;27;105;11
1kmN6527E0669;261;261;27;159;75;114;8
1kmN6597E0728;261;261;32;174;55;116;8
1kmN6581E0533;261;261;92;160;9;123;18
1kmN6438E0681;260;260;46;153;61;131;13
1kmN6541E0545;260;260;57;151;52;120;14
1kmN6584E0530;258;258;32;196;30;159;3
1kmN6441E0590;258;258;35;139;84;102;14
1kmN6431E0614;257;257;27;163;67;115;5
1kmN6540E0544;257;257;58;168;31;136;14
1kmN6469E0591;256;256;33;187;36;137;25
1kmN6467E0536;256;256;55;173;28;125;18
1kmN6457E0643;256;256;56;157;43;131;10
1kmN6587E0534;256;256;56;175;25;127;24
1kmN6485E0521;255;255;34;153;68;115;9
1kmN6514E0590;254;254;37;157;60;131;12
1kmN6434E0682;254;254;45;178;31;111;16
1kmN6550E0647;254;254;53;144;57;95;8
1kmN6574E0548;253;253;70;154;29;124;21
1kmN6413E0679;252;252;31;169;52;108;21
1kmN6438E0529;252;252;32;164;56;106;8
1kmN6412E0649;251;251;33;155;63;105;11
1kmN6534E0472;251;251;43;148;60;119;13
1kmN6579E0630;251;251;45;168;38;116;8
1kmN6582E0686;250;250;25;151;74;94;10
1kmN6532E0549;250;250;37;156;57;124;12
1kmN6599E0550;250;250;41;164;45;145;13
1kmN6588E0532;250;250;51;171;28;139;14
1kmN6475E0539;249;249;36;149;64;108;13
1kmN6470E0385;248;248;24;172;52;119;8
1kmN6462E0649;248;248;55;146;47;123;15
1kmN6570E0538;248;248;78;155;15;123;10
1kmN6460E0635;246;246;50;175;21;130;16
1kmN6546E0555;246;246;58;152;36;113;16
1kmN6436E0646;245;245;32;143;70;116;9
1kmN6417E0688;245;245;46;155;44;111;20
1kmN6460E0595;245;245;46;158;41;127;12
1kmN6580E0553;245;245;53;149;43;129;11
1kmN6573E0538;245;245;59;157;29;126;17
1kmN6596E0550;245;245;76;149;20;112;15
1kmN6539E0411;243;243;31;152;60;105;16
1kmN6429E0715;243;243;34;171;38;134;12
1kmN6485E0638;243;243;41;162;40;133;13
1kmN6482E0546;242;242;48;145;49;106;19
1kmN6560E0621;241;241;39;134;68;105;11
1kmN6472E0535;241;241;65;169;7;117;13
1kmN6566E0539;239;239;46;137;56;118;10
1kmN6555E0689;238;238;27;157;54;119;12
1kmN6523E0658;238;238;34;163;41;97;11
1kmN6541E0628;238;238;40;132;66;98;6
1kmN6578E0544;238;238;59;157;22;115;14
1kmN6468E0408;237;237;29;145;63;108;5
1kmN6469E0658;237;237;42;184;11;142;17
1kmN6589E0529;236;236;69;150;17;105;13
1kmN6553E0625;235;235;39;154;42;102;6
1kmN6504E0489;234;234;23;142;69;113;11
1kmN6515E0547;234;234;38;148;48;100;14
1kmN6583E0533;234;234;38;138;58;110;5
1kmN6556E0689;233;233;23;139;71;102;12
1kmN6540E0628;233;233;37;133;63;78;10
1kmN6590E0532;233;233;37;152;44;130;12
1kmN6486E0547;233;233;46;143;44;122;7
1kmN6523E0600;233;233;57;151;25;119;8
1kmN6557E0543;232;232;64;135;33;116;5
1kmN6518E0644;231;231;27;154;50;115;13
1kmN6413E0650;231;231;29;138;64;100;13
1kmN6586E0553;231;231;53;143;35;115;8
1kmN6555E0599;230;230;32;144;54;99;11
1kmN6410E0680;230;230;45;145;40;113;7
1kmN6475E0660;230;230;45;143;42;102;14
1kmN6561E0648;229;229;41;127;61;87;11
1kmN6565E0500;229;229;43;160;26;125;12
1kmN6561E0569;228;228;52;138;38;99;11
1kmN6467E0660;228;228;75;147;6;117;17
1kmN6475E0528;227;227;26;135;66;113;5
1kmN6474E0539;227;227;30;147;50;112;7
1kmN6473E0524;227;227;50;155;22;116;16
1kmN6483E0588;226;226;33;149;44;114;12
1kmN6589E0538;225;225;21;137;67;105;5
1kmN6580E0545;225;225;93;126;6;106;3
1kmN6475E0429;224;224;25;158;41;127;14
1kmN6583E0693;224;224;32;134;58;99;10
1kmN6411E0649;224;224;37;141;46;112;5
1kmN6419E0667;223;223;34;149;40;106;12
1kmN6565E0538;223;223;67;145;11;103;18
1kmN6525E0478;222;222;36;147;39;105;13
1kmN6493E0545;221;221;30;120;71;93;8
1kmN6471E0639;221;221;33;141;47;95;13
1kmN6490E0655;221;221;35;145;41;108;17
1kmN6569E0604;220;220;31;128;61;93;7
1kmN6468E0663;220;220;74;137;9;114;5
1kmN6510E0613;218;218;38;148;32;112;8
1kmN6463E0659;216;216;48;135;33;101;12
1kmN6573E0591;215;215;22;129;64;110;8
1kmN6470E0656;215;215;30;162;23;128;15
1kmN6552E0566;215;215;35;155;25;125;11
1kmN6525E0557;215;215;36;133;46;106;5
1kmN6577E0543;215;215;43;151;21;126;6
1kmN6544E0538;214;214;32;135;47;97;11
1kmN6579E0649;214;214;32;148;34;91;16
1kmN6455E0405;214;214;33;124;57;109;0
1kmN6542E0543;214;214;38;129;47;100;10
1kmN6500E0600;214;214;50;130;34;84;6
1kmN6504E0651;213;213;42;142;29;100;18
1kmN6490E0656;213;213;51;133;29;85;12
1kmN6564E0537;213;213;52;139;22;101;7
1kmN6589E0554;213;213;62;143;8;115;6
1kmN6415E0630;212;212;26;137;49;98;10
1kmN6413E0646;212;212;38;129;45;85;9
1kmN6477E0657;212;212;57;147;8;113;22
1kmN6567E0529;212;212;59;141;12;114;16
1kmN6572E0536;212;212;77;124;11;99;14
1kmN6588E0533;211;211;37;139;35;120;8
1kmN6564E0538;211;211;50;146;15;118;11
1kmN6539E0503;210;210;30;121;59;98;5
1kmN6455E0642;210;210;39;125;46;94;5
1kmN6569E0537;210;210;50;148;12;116;16
1kmN6545E0564;209;209;32;135;42;100;8
1kmN6584E0547;209;209;67;135;7;105;9
1kmN6592E0652;208;208;30;135;43;100;12
1kmN6454E0613;208;208;32;121;55;102;9
1kmN6588E0736;208;208;45;130;33;84;14
1kmN6589E0521;208;208;51;133;24;100;13
1kmN6576E0530;208;208;60;128;20;101;10
1kmN6447E0584;206;206;34;124;48;89;18
1kmN6591E0526;206;206;62;132;12;114;11
1kmN6598E0548;206;206;64;139;3;104;16
1kmN6452E0528;205;205;29;133;43;97;7
1kmN6469E0657;205;205;67;133;5;101;10
1kmN6555E0633;204;204;39;120;45;81;8
1kmN6587E0702;203;203;22;130;51;71;8
1kmN6592E0546;203;203;35;143;25;112;14
1kmN6585E0517;203;203;37;122;44;108;5
1kmN6531E0537;202;202;29;146;27;102;14
1kmN6567E0538;202;202;53;110;39;92;9
1kmN6407E0621;201;201;18;140;43;101;13
1kmN6592E0554;201;201;18;141;42;112;9
1kmN6430E0670;200;200;39;129;32;90;11
1kmN6521E0565;199;199;32;127;40;93;10
1kmN6552E0518;199;199;42;119;38;87;9
1kmN6513E0647;197;197;24;121;52;100;8
1kmN6534E0485;197;197;41;129;27;97;12
1kmN6542E0665;196;196;24;127;45;99;14
1kmN6583E0535;196;196;26;131;39;115;16
1kmN6578E0515;195;195;43;125;27;102;7
1kmN6566E0538;195;195;48;120;27;98;8
1kmN6475E0677;194;194;41;123;30;86;11
1kmN6428E0677;194;194;42;129;23;87;18
1kmN6527E0588;193;193;32;128;33;97;10
1kmN6580E0550;193;193;62;116;15;85;11
1kmN6434E0709;192;192;28;128;36;82;7
1kmN6477E0658;192;192;29;128;35;100;10
1kmN6563E0563;192;192;32;130;30;106;11
1kmN6466E0398;192;192;36;130;26;97;11
1kmN6564E0539;192;192;55;112;25;95;7
1kmN6446E0640;191;191;21;136;34;49;7
1kmN6511E0659;191;191;32;130;29;87;14
1kmN6575E0684;191;191;51;124;16;82;16
1kmN6468E0657;191;191;58;122;11;91;20
1kmN6430E0662;189;189;23;104;62;76;6
1kmN6506E0594;189;189;26;112;51;73;7
1kmN6578E0634;188;188;23;123;42;91;12
1kmN6582E0513;188;188;41;117;30;98;7
1kmN6438E0694;188;188;49;113;26;69;10
1kmN6527E0589;188;188;51;115;22;94;10
1kmN6578E0574;188;188;51;116;21;77;11
1kmN6596E0549;188;188;62;121;5;100;10
1kmN6505E0645;187;187;29;119;39;88;9
1kmN6439E0661;187;187;30;115;42;95;5
1kmN6484E0659;187;187;31;130;26;92;7
1kmN6494E0559;186;186;20;121;45;98;9
1kmN6579E0671;186;186;22;118;46;94;6
1kmN6469E0533;186;186;26;135;25;105;15
1kmN6432E0643;186;186;32;131;23;97;6
1kmN6578E0635;186;186;32;122;32;94;8
1kmN6433E0697;186;186;35;115;36;76;8
1kmN6553E0517;186;186;35;114;37;89;9
1kmN6581E0543;186;186;49;117;20;88;7
1kmN6486E0533;186;186;50;113;23;79;4
1kmN6474E0517;185;185;39;119;27;82;14
1kmN6466E0660;185;185;74;107;4;82;11
1kmN6460E0703;184;184;22;136;26;94;9
1kmN6445E0557;184;184;27;114;43;69;9
1kmN6594E0554;184;184;28;125;31;104;5
1kmN6476E0660;184;184;47;125;12;101;7
1kmN6562E0555;183;183;31;121;31;100;8
1kmN6591E0699;183;183;35;114;34;93;13
1kmN6599E0565;183;183;41;122;20;91;9
1kmN6582E0567;183;183;47;102;34;81;11
1kmN6437E0529;182;182;20;114;48;87;8
1kmN6578E0539;182;182;30;134;18;115;9
1kmN6583E0553;182;182;39;107;36;90;10
1kmN6581E0514;182;182;41;104;37;88;12
1kmN6414E0625;181;181;19;128;34;95;13
1kmN6567E0516;181;181;34;115;32;85;6
1kmN6470E0655;181;181;38;132;11;106;8
1kmN6592E0550;181;181;38;130;13;96;14
1kmN6468E0664;181;181;41;133;7;109;10
1kmN6476E0526;181;181;59;119;3;91;6
1kmN6439E0570;180;180;20;108;52;64;6
1kmN6499E0553;180;180;33;107;40;68;10
1kmN6471E0642;179;179;27;126;26;75;11
1kmN6483E0656;179;179;36;123;20;96;8
1kmN6473E0597;178;178;19;109;50;91;7
1kmN6527E0650;178;178;28;124;26;73;14
1kmN6486E0521;178;178;38;106;34;77;3
1kmN6478E0584;177;177;21;116;40;86;6
1kmN6565E0508;176;176;21;125;30;103;12
1kmN6585E0534;176;176;21;139;16;113;6
1kmN6534E0484;176;176;28;101;47;85;4
1kmN6590E0582;176;176;30;113;33;89;11
1kmN6554E0690;176;176;32;111;33;72;7
1kmN6561E0518;176;176;35;122;19;89;9
1kmN6538E0616;175;175;5;119;51;35;3
1kmN6533E0543;175;175;16;123;36;94;8
1kmN6592E0551;175;175;35;107;33;87;8
1kmN6540E0426;174;174;13;111;50;83;11
1kmN6605E0596;174;174;16;90;68;61;8
1kmN6425E0634;174;174;19;130;25;87;11
1kmN6526E0439;174;174;22;127;25;94;7
1kmN6406E0623;174;174;37;93;44;59;9
1kmN6578E0536;174;174;50;116;8;97;8
1kmN6475E0520;173;173;27;107;39;86;6
1kmN6594E0556;173;173;31;114;28;97;6
1kmN6591E0532;173;173;40;103;30;86;7
1kmN6471E0669;172;172;18;119;35;92;7
1kmN6434E0697;172;172;22;109;41;65;8
1kmN6504E0615;172;172;23;105;44;83;12
1kmN6429E0526;172;172;30;117;25;63;8
1kmN6502E0615;170;170;20;97;53;79;4
1kmN6421E0704;170;170;25;118;27;78;6
1kmN6530E0524;170;170;25;110;35;84;8
1kmN6455E0541;170;170;26;106;38;86;5
1kmN6437E0681;170;170;29;104;37;81;11
1kmN6563E0536;170;170;29;125;16;89;11
1kmN6572E0611;170;170;29;111;30;79;9
1kmN6466E0657;170;170;43;112;15;92;9
1kmN6588E0690;169;169;12;118;39;82;10
1kmN6487E0661;169;169;26;108;35;86;12
1kmN6574E0638;169;169;41;103;25;91;6
1kmN6442E0570;168;168;12;118;38;69;4
1kmN6443E0708;168;168;14;100;54;54;7
1kmN6502E0613;168;168;19;103;46;67;13
1kmN6461E0644;168;168;23;81;64;78;9
1kmN6522E0670;168;168;24;109;35;78;3
1kmN6595E0552;168;168;28;103;37;73;7
1kmN6459E0534;168;168;39;102;27;91;4
1kmN6581E0632;167;167;12;107;48;84;5
1kmN6523E0670;167;167;20;102;45;64;3
1kmN6582E0671;167;167;22;95;50;75;8
1kmN6600E0550;167;167;27;106;34;84;6
1kmN6474E0521;167;167;30;93;44;77;4
1kmN6583E0523;167;167;31;107;29;83;9
1kmN6499E0611;166;166;0;95;71;42;0
1kmN6422E0677;166;166;26;107;33;82;7
1kmN6582E0530;166;166;27;102;37;87;4
1kmN6528E0523;166;166;33;94;39;71;8
1kmN6471E0665;166;166;40;111;15;77;9
1kmN6542E0544;165;165;24;99;42;90;6
1kmN6545E0607;165;165;24;106;35;74;9
1kmN6422E0629;165;165;30;104;31;58;10
1kmN6477E0598;165;165;31;115;19;75;11
1kmN6416E0649;164;164;37;96;31;52;12
1kmN6588E0526;164;164;43;110;11;92;8
1kmN6467E0657;164;164;56;102;6;73;16
1kmN6474E0522;164;164;58;102;4;76;9
1kmN6598E0643;163;163;19;105;39;77;7
1kmN6508E0609;163;163;25;102;36;76;8
1kmN6521E0476;163;163;28;112;23;78;11
1kmN6420E0621;162;162;20;96;46;59;10
1kmN6392E0658;162;162;21;113;28;66;8
1kmN6481E0518;162;162;21;109;32;85;8
1kmN6590E0634;162;162;28;117;17;83;6
1kmN6582E0548;162;162;30;95;37;85;3
1kmN6485E0448;161;161;21;110;30;79;13
1kmN6525E0530;161;161;30;106;25;79;3
1kmN6537E0541;161;161;34;97;30;74;8
1kmN6519E0583;160;160;17;98;45;73;16
1kmN6554E0615;160;160;26;113;21;76;6
1kmN6547E0546;160;160;28;101;31;73;6
1kmN6541E0428;159;159;15;108;36;86;9
1kmN6526E0504;159;159;20;97;42;75;3
1kmN6403E0641;159;159;22;104;33;58;17
1kmN6468E0409;159;159;22;105;32;92;5
1kmN6558E0542;159;159;28;96;35;76;7
1kmN6471E0408;159;159;30;112;17;86;6
1kmN6580E0622;159;159;31;104;24;85;9
1kmN6575E0544;159;159;41;102;16;89;7
1kmN6471E0655;159;159;44;109;6;86;13
1kmN6574E0542;159;159;46;103;10;97;3
1kmN6589E0689;158;158;17;94;47;59;7
1kmN6467E0653;158;158;22;103;33;69;9
1kmN6594E0552;158;158;27;102;29;80;7
1kmN6496E0616;158;158;28;108;22;76;7
1kmN6584E0553;158;158;30;101;27;79;8
1kmN6474E0528;158;158;42;95;21;70;9
1kmN6583E0549;158;158;47;104;7;76;14
1kmN6594E0575;157;157;15;115;27;57;4
1kmN6563E0663;157;157;20;95;42;75;3
1kmN6582E0661;157;157;20;89;48;60;7
1kmN6413E0680;157;157;25;112;20;89;12
1kmN6590E0525;157;157;51;101;5;79;12
1kmN6578E0565;156;156;29;107;20;82;3
1kmN6515E0638;155;155;14;111;30;81;9
1kmN6462E0384;155;155;19;106;30;77;10
1kmN6601E0548;155;155;37;104;14;83;8
1kmN6581E0546;155;155;58;90;7;70;4
1kmN6422E0637;154;154;27;91;36;80;3
1kmN6578E0576;154;154;27;98;29;82;7
1kmN6429E0612;153;153;19;102;32;74;9
1kmN6468E0538;153;153;26;108;19;92;4
1kmN6507E0418;153;153;27;102;24;86;8
1kmN6473E0663;153;153;29;103;21;81;10
1kmN6418E0684;152;152;16;100;36;71;12
1kmN6463E0649;152;152;24;102;26;82;10
1kmN6538E0548;151;151;17;105;29;78;8
1kmN6445E0606;151;151;18;106;27;79;5
1kmN6589E0690;151;151;22;93;36;71;8
1kmN6587E0737;151;151;23;107;21;69;8
1kmN6489E0587;151;151;25;90;36;69;6
1kmN6476E0413;151;151;29;96;26;69;10
1kmN6512E0628;151;151;35;86;30;56;6
1kmN6576E0525;150;150;20;97;33;78;4
1kmN6468E0653;150;150;24;98;28;80;8
1kmN6411E0679;150;150;32;99;19;63;11
1kmN6478E0657;150;150;40;106;4;77;10
1kmN6576E0576;149;149;13;105;31;46;11
1kmN6497E0529;149;149;21;73;55;59;3
1kmN6508E0650;149;149;26;91;32;72;7
1kmN6521E0632;149;149;29;94;26;63;7
1kmN6578E0633;149;149;31;85;33;58;7
1kmN6582E0635;149;149;32;85;32;61;9
1kmN6584E0683;149;149;33;99;17;65;10
1kmN6575E0553;149;149;39;91;19;70;7
1kmN6573E0552;149;149;47;90;12;75;6
1kmN6557E0594;148;148;22;109;17;75;5
1kmN6498E0522;148;148;26;98;24;72;3
1kmN6537E0615;148;148;30;88;30;72;10
1kmN6570E0641;148;148;35;90;23;50;10
1kmN6565E0540;148;148;39;87;22;75;7
1kmN6582E0545;148;148;55;83;10;68;0
1kmN6465E0576;147;147;21;99;27;74;6
1kmN6574E0527;147;147;45;88;14;71;7
1kmN6411E0678;146;146;7;93;46;40;5
1kmN6535E0472;146;146;18;76;52;71;3
1kmN6445E0648;146;146;20;99;27;75;7
1kmN6570E0640;146;146;21;95;30;69;6
1kmN6587E0522;146;146;25;107;14;83;5
1kmN6536E0487;146;146;29;90;27;68;3
1kmN6586E0629;146;146;30;99;17;72;6
1kmN6548E0546;146;146;35;91;20;64;8
1kmN6587E0524;146;146;48;97;1;77;7
1kmN6416E0633;145;145;14;89;42;64;8
1kmN6534E0551;145;145;24;94;27;60;6
1kmN6466E0649;145;145;27;88;30;66;3
1kmN6573E0536;145;145;39;97;9;82;11
1kmN6525E0670;144;144;12;90;42;51;9
1kmN6479E0544;144;144;19;95;30;55;11
1kmN6587E0645;144;144;20;99;25;68;9
1kmN6493E0509;144;144;25;98;21;60;7
1kmN6587E0703;144;144;31;86;27;67;5
1kmN6588E0520;144;144;33;93;18;82;3
1kmN6476E0525;144;144;36;87;21;69;6
1kmN6484E0552;143;143;21;93;29;72;5
1kmN6583E0636;143;143;27;95;21;69;8
1kmN6553E0598;143;143;29;82;32;49;6
1kmN6493E0650;143;143;30;89;24;70;6
1kmN6454E0641;143;143;31;85;27;65;7
1kmN6563E0519;143;143;36;94;13;71;6
1kmN6456E0643;143;143;41;76;26;64;4
1kmN6590E0524;143;143;45;89;9;72;4
1kmN6477E0526;142;142;21;98;23;77;13
1kmN6419E0647;142;142;28;96;18;59;9
1kmN6465E0535;141;141;19;84;38;65;5
1kmN6579E0696;141;141;20;91;30;61;8
1kmN6559E0537;141;141;24;99;18;75;10
1kmN6580E0543;140;140;22;95;23;79;5
1kmN6580E0537;140;140;23;89;28;68;10
1kmN6502E0484;140;140;24;94;22;73;6
1kmN6562E0556;140;140;54;79;7;59;9
1kmN6605E0597;139;139;15;82;42;82;6
1kmN6535E0595;139;139;16;91;32;64;7
1kmN6487E0532;139;139;20;100;19;72;8
1kmN6559E0569;139;139;28;92;19;70;3
1kmN6487E0540;139;139;33;87;19;57;11
1kmN6479E0535;139;139;34;89;16;61;6
1kmN6579E0552;139;139;40;83;16;67;8
1kmN6460E0663;138;138;28;88;22;64;11
1kmN6471E0654;138;138;35;101;2;81;7
1kmN6578E0551;138;138;43;88;7;64;12
1kmN6508E0521;137;137;10;100;27;81;5
1kmN6524E0585;137;137;15;87;35;64;5
1kmN6464E0590;137;137;24;83;30;56;10
1kmN6472E0594;137;137;31;88;18;73;9
1kmN6473E0539;137;137;31;93;13;82;3
1kmN6599E0641;137;137;32;80;25;63;3
1kmN6590E0527;137;137;34;73;30;66;3
1kmN6580E0532;137;137;48;87;2;72;5
1kmN6447E0616;136;136;15;84;37;65;4
1kmN6388E0656;136;136;21;85;30;62;3
1kmN6588E0528;136;136;33;92;11;72;13
1kmN6582E0526;136;136;41;80;15;68;3
1kmN6435E0546;135;135;13;83;39;53;8
1kmN6586E0685;135;135;14;92;29;64;8
1kmN6567E0701;134;134;4;69;61;11;3
1kmN6585E0672;134;134;10;84;40;62;9
1kmN6529E0589;134;134;22;72;40;70;3
1kmN6414E0680;134;134;23;85;26;59;4
1kmN6529E0583;134;134;23;85;26;58;4
1kmN6472E0536;134;134;25;96;13;68;6
1kmN6458E0643;134;134;30;84;20;70;3
1kmN6489E0586;133;133;12;84;37;74;4
1kmN6551E0517;133;133;16;78;39;62;5
1kmN6446E0632;133;133;18;75;40;56;7
1kmN6473E0601;133;133;18;83;32;54;9
1kmN6467E0652;133;133;21;84;28;74;3
1kmN6507E0675;133;133;21;96;16;72;7
1kmN6590E0534;133;133;29;86;18;66;6
1kmN6591E0521;133;133;36;86;11;67;10
1kmN6605E0611;132;132;9;68;55;68;3
1kmN6472E0592;132;132;19;94;19;17;5
1kmN6483E0654;132;132;23;83;26;63;3
1kmN6584E0682;132;132;28;80;24;58;9
1kmN6586E0554;132;132;46;79;7;61;6
1kmN6474E0429;131;131;29;79;23;65;7
1kmN6589E0528;131;131;34;85;12;69;6
1kmN6412E0704;130;130;13;84;33;53;5
1kmN6415E0629;130;130;20;78;32;44;5
1kmN6540E0503;130;130;24;76;30;58;6
1kmN6471E0537;130;130;26;86;18;67;7
1kmN6431E0613;130;130;28;77;25;57;6
1kmN6437E0646;129;129;22;75;32;66;3
1kmN6592E0522;129;129;27;76;26;66;3
1kmN6467E0666;128;128;27;84;17;71;10
1kmN6470E0647;128;128;28;82;18;71;3
1kmN6600E0544;128;128;28;79;21;61;6
1kmN6568E0595;127;127;18;78;31;60;9
1kmN6492E0589;127;127;19;83;25;69;4
1kmN6545E0525;127;127;20;78;29;62;4
1kmN6524E0669;127;127;21;75;31;43;9
1kmN6583E0518;127;127;24;91;12;73;12
1kmN6580E0527;127;127;26;91;10;79;4
1kmN6476E0657;127;127;31;87;9;70;13
1kmN6431E0611;126;126;8;71;47;53;4
1kmN6446E0557;126;126;14;79;33;52;7
1kmN6513E0554;126;126;14;89;23;64;7
1kmN6470E0422;126;126;16;86;24;70;3
1kmN6474E0653;126;126;21;84;21;63;8
1kmN6507E0650;126;126;29;67;30;52;3
1kmN6473E0666;126;126;34;84;8;68;6
1kmN6577E0536;126;126;46;78;2;69;3
1kmN6562E0601;125;125;11;82;32;57;7
1kmN6443E0690;125;125;12;89;24;54;3
1kmN6437E0631;125;125;18;76;31;65;9
1kmN6514E0547;125;125;20;69;36;53;8
1kmN6541E0427;125;125;22;77;26;61;8
1kmN6593E0556;124;124;10;89;25;79;3
1kmN6605E0610;124;124;10;75;39;64;3
1kmN6441E0656;124;124;15;76;33;54;3
1kmN6481E0396;124;124;19;79;26;53;6
1kmN6587E0713;124;124;19;84;21;64;6
1kmN6586E0645;124;124;27;76;21;53;8
1kmN6591E0738;124;124;29;77;18;36;9
1kmN6527E0670;123;123;11;69;43;47;3
1kmN6585E0673;123;123;20;73;30;60;7
1kmN6581E0625;123;123;23;83;17;60;4
